Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Temperature Sensitive Allele	Restrictive Temperature	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Channels	Comments	Plate Issues
Plate5-TS-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12374	YKL021C	MAK11	mak11-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-A	41	F1											empty well			
Plate5-TS-Green-A	42	F2											empty well			
Plate5-TS-Green-A	43	F3											empty well			
Plate5-TS-Green-A	44	F4											empty well			
Plate5-TS-Green-A	45	F5											empty well			
Plate5-TS-Green-A	46	F6											empty well			
Plate5-TS-Green-A	47	F7											empty well			
Plate5-TS-Green-A	48	F8											empty well			
Plate5-TS-Green-B	1	A1											empty well			
Plate5-TS-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11742	YPL266W	DIM1	dim1-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	3	A3											empty well			
Plate5-TS-Green-B	4	A4											empty well			
Plate5-TS-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12014	YLR186W	EMG1	emg1-1	"30oC - 35oC, slow 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12314	YKL024C	URA6	ura6-5	"35oC, slow at 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12371	YLR007W	NSE1	nse1-16	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	8	A8											empty well			
Plate5-TS-Green-B	9	B1											empty well			
Plate5-TS-Green-B	10	B2											empty well			
Plate5-TS-Green-B	11	B3											empty well			
Plate5-TS-Green-B	12	B4											empty well			
Plate5-TS-Green-B	13	B5											empty well			
Plate5-TS-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12311	YKL024C	URA6	ura6-4	"35oC, slow at 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12366	YHR036W	BRL1	brl1-K405I	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	16	B8											empty well			
Plate5-TS-Green-B	17	C1											empty well			
Plate5-TS-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11719	YML049C	RSE1	rse1-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	19	C3											empty well			
Plate5-TS-Green-B	20	C4											empty well			
Plate5-TS-Green-B	21	C5											empty well			
Plate5-TS-Green-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12301	YOL021C	DIS3	dis3-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12360	YHR036W	BRL1	brl1-C371S	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	24	C8											empty well			
Plate5-TS-Green-B	25	D1											empty well			
Plate5-TS-Green-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11718	YGR172C	YIP1	yip1-40	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11844	YDL105W	NSE4	nse4-ts4	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	28	D4											empty well			
Plate5-TS-Green-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11997	YHR058C	MED6	med6-ts	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12300	YPR161C	SGV1	sgv1-35	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12354	YHR036W	BRL1	brl1-C371R	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	32	D8											empty well			
Plate5-TS-Green-B	33	E1											empty well			
Plate5-TS-Green-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11714	YGR172C	YIP1	yip1-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11842	YDL105W	NSE4	nse4-ts3	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Green-B	36	E4											empty well			
Plate5-TS-Green-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11995	YDR188W	CCT6	cct6-18	"37oC - 38.5oC, sick at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12298	YPR161C	SGV1	sgv1-80	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	39	E7											empty well			
Plate5-TS-Green-B	40	E8											empty well			
Plate5-TS-Green-B	41	F1											empty well			
Plate5-TS-Green-B	42	F2											empty well			
Plate5-TS-Green-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11840	YDL105W	NSE4	nse4-ts1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11906	YKL052C	ASK1	ask1-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11993	YBL093C	ROX3	rox3-182	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12293	YPR161C	SGV1	sgv1-23	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12352	YHR036W	BRL1	brl1-3231	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Green-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12395	YMR229C	RRP5	rrp5-delta6	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	1	A1											empty well			
Plate5-TS-Red-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11840	YDL105W	NSE4	nse4-ts1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11906	YKL052C	ASK1	ask1-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11993	YBL093C	ROX3	rox3-182	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12293	YPR161C	SGV1	sgv1-23	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12352	YHR036W	BRL1	brl1-3231	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12395	YMR229C	RRP5	rrp5-delta6	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	8	A8											empty well			
Plate5-TS-Red-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11708	YGR098C	ESP1	esp1-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11833	YBR079C	RPG1	rpg1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11891	YKL052C	ASK1	ask1-3	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11943	YDR437W	GPI19	gpi19-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12289	YLR022C	SDO1	sdo1-VMA1-ts	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12346	YHR036W	BRL1	brl1-2221	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	15	B7											empty well			
Plate5-TS-Red-A	16	B8											empty well			
Plate5-TS-Red-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate5-TS-Red-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11755	YKL104C	GFA1	gfa1-97	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11879	YIL147C	SLN1	sln1-ts4	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11940	YDL105W	NSE4	nse4-ts2	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12284	YOL144W	NOP8	nop8-101	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12338	YPR108W	RPN7	rpn7-3	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	23	C7											empty well			
Plate5-TS-Red-A	24	C8											empty well			
Plate5-TS-Red-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11705	YDL084W	SUB2	sub2-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11754	YDR050C	TPI1	tpi1-1670	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11878	YHR088W	RPF1	rpf1-1	"30oc - 37oC, sick 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11929	YDR437W	GPI19	gpi19-2-XH	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	29	D5											empty well			
Plate5-TS-Red-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12332	YDL147W	RPN5	rpn5-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12387	YFL017C	GNA1	gna1-ts	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	32	D8											empty well			
Plate5-TS-Red-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate5-TS-Red-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11752	YAL003W	EFB1	efb1-4	"37oC, slow 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11873	YFR037C	RSC8	rsc8-ts21	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11921	YPR133C	SPN1	spn1-K192N	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12015	YLR430W	SEN1	sen1-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12326	YDL097C	RPN6	rpn6-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12382	YLR117C	CLF1	clf1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate5-TS-Red-A	40	E8											empty well			
Plate5-TS-Red-A	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11694	YDL132W	CDC53	cdc53-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	42	F2											empty well			
Plate5-TS-Red-A	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11867	YFR037C	RSC8	rsc8-ts16	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	44	F4											empty well			
Plate5-TS-Red-A	45	F5											empty well			
Plate5-TS-Red-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12315	YKL024C	URA6	ura6-6	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12374	YKL021C	MAK11	mak11-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate5-TS-Red-A	48	F8											empty well			
Plate5-TS-Red-B	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11742	YPL266W	DIM1	dim1-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12014	YLR186W	EMG1	emg1-1	"30oC - 35oC, slow 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12314	YKL024C	URA6	ura6-5	"35oC, slow at 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12371	YLR007W	NSE1	nse1-16	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12311	YKL024C	URA6	ura6-4	"35oC, slow at 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12366	YHR036W	BRL1	brl1-K405I	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11719	YML049C	RSE1	rse1-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12301	YOL021C	DIS3	dis3-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12360	YHR036W	BRL1	brl1-C371S	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11718	YGR172C	YIP1	yip1-40	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11844	YDL105W	NSE4	nse4-ts4	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11997	YHR058C	MED6	med6-ts	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12300	YPR161C	SGV1	sgv1-35	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12354	YHR036W	BRL1	brl1-C371R	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
Plate5-TS-Red-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no image	plate missing
Plate5-TS-Red-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11714	YGR172C	YIP1	yip1-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		plate missing
